"","Kingdom","Phylum","Class","Order","Family","Genus","Species","kluster"
"GU207876.1.1550","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Jahnella","Jahnella thaxteri  ",293
"HQ829398.1.1518","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Sorangium","Sorangium cellulosum  ",293
"FJ176773.1.1543","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Chondromyces","Chondromyces crocatus  ",293
"EU240530.1.1464","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Sorangium","Sorangium cellulosum  ",293
"HQ829384.1.1519","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Sorangium","Sorangium cellulosum  ",293
"GU207880.1.1552","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Polyangium","Polyangium sorediatum  ",293
"FJ457646.1.1543","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Sorangium","Sorangium cellulosum  ",293
"CP000544.380025.381562","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrococcales","Halorhodospiraceae","Halorhodospira","Halorhodospira halophila SL1 ",294
"KJ808587.1.1446","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas salifodinae  ",294
"KM010122.1.1414","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas organivorans  ",294
"LT221175.1.1486","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas salina  ",294
"KY953180.1.1361","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas denitrificans  ",294
"HQ832736.1.1561","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas flava  ",294
"KF010830.1.1453","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas shantousis  ",294
"KX057990.1.1252","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas smyrnensis  ",294
"KT164593.1.1458","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas elongata  ",294
"JN903901.1.1496","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas caseinilytica  ",294
"LF133157.1.1520","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Alicyclobacillus","Alicyclobacillus acidocaldarius subsp. acidocaldarius",295
"CP002902.1272656.1274182","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Alicyclobacillus","Alicyclobacillus acidocaldarius subsp. acidocaldarius",295
"KC354674.1.1448","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Alicyclobacillus","Alicyclobacillus herbarius  ",295
"CP002017.1368697.1370224","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Kyrpidia","Kyrpidia tusciae DSM 2912",295
"FNQY01000054.3.1364","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Arachidicoccus","Arachidicoccus rhizosphaerae  ",296
"JQ683776.1.1483","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinilabiliaceae","Saccharicrinis","Saccharicrinis carchari  ",297
"LF135809.1.1495","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinilabiliaceae","[Cytophaga] xylanolytica group","Cytophaga xylanolytica",297
"LF135534.10.1500","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter rectus  ",298
"AF550657.1.1417","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter gracilis  ",298
"EU781615.1.1330","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter hominis  ",298
"HG424633.1.1399","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Gluconobacter","Gluconobacter cerevisiae  ",299
"BAON01000053.246.1717","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Gluconobacter","Gluconobacter thailandicus NBRC 3255",299
"AB436556.1.1382","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Gluconobacter","Gluconobacter cerinus  ",299
"JPVZ01000022.1.1462","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira","Thalassospira tepidiphila MCCC 1A03514",300
"KJ721943.1.1361","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira","Thalassospira profundimaris  ",300
"KC420685.1.1301","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira","Thalassospira profundimaris  ",300
"AB772212.1.1432","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Candidatus Zinderia","Candidatus Zinderia insecticola",301
"AB547676.1.1493","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella buccalis  ",302
"LF136556.1.1264","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella buccalis  ",302
"LF136631.10.1521","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella timonensis  ",302
"KR607408.1.1459","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Candidatus Hodgkinia","Candidatus Hodgkinia cicadicola",303
"CP016282.161635.163143","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Cryobacterium","Cryobacterium arcticum  ",304
"BCST01000017.3815.5317","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Herbiconiux","Herbiconiux solani NBRC 106740",304
"LC094522.1.1402","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Aurantimicrobium","Microbacteriaceae bacterium SHINM18 ",304
"AOCN01000022.514554.516059","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leucobacter","Leucobacter salsicius M1-8 ",304
"LSOE01000018.128739.130267","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Clavibacter","Clavibacter michiganensis subsp. nebraskensis",304
"AB545753.1.1292","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Clavibacter","Microbacteriaceae bacterium Gu-R-19 ",304
"DQ490454.1.1498","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Frondihabitans","Microbacteriaceae bacterium KVD-unk-33 ",304
"LQXA01000018.61842.63370","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Clavibacter","Clavibacter michiganensis subsp. tessellarius",304
"KJ948113.1.1455","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Gryllotalpicola","Gryllotalpicola soli  ",304
"CP013862.2582000.2583573","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Lentibacillus","Lentibacillus amyloliquefaciens  ",305
"AB362706.1.1549","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus coagulans  ",305
"CP011939.1162362.1163849","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus coagulans  ",305
"FJ184408.1.1386","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Phormidiaceae","Planktothrix NIVA-CYA 15","Planktothrix agardhii",306
"AB045900.1.1372","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Phormidiaceae","Planktothrix NIVA-CYA 15","Planktothrix agardhii",306
"HQ912995.1.1450","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Phormidiaceae","Planktothrix NIVA-CYA 15","Planktothrix spiroides",306
"AB045964.1.1364","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Oscillatoriaceae","Planktothricoides SR001","Planktothricoides raciborskii OR1-1",306
"HQ912981.1.1450","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Phormidiaceae","Planktothrix NIVA-CYA 15","Planktothrix spiroides",306
"DQ256486.1.1525","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Variovorax","Variovorax paradoxus  ",307
"KU647212.1.1442","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Variovorax","Variovorax paradoxus  ",307
"KY302237.1.1393","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Polaromonas","Polaromonas naphthalenivorans  ",307
"AF078764.1.1515","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Acidovorax","Acidovorax delafieldii  ",307
"CP017420.2519737.2521277","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Delftia","Delftia tsuruhatensis  ",307
"AJ420324.1.1311","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Acidovorax","Acidovorax facilis  ",307
"HAFE01076875.30.1542","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Hydrogenophaga","Proasellus meridianus  ",307
"KC252770.1.1354","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Delftia","Delftia tsuruhatensis  ",307
"DI060967.1.1507","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Acidovorax","Acidovorax temperans  ",307
"KJ210340.1.1419","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Acidovorax","Acidovorax citrulli  ",307
"CP013806.1113226.1114777","Bacteria","Proteobacteria","Gammaproteobacteria","Piscirickettsiales","Piscirickettsiaceae","Piscirickettsia","Piscirickettsia salmonis  ",308
"KX524941.1.1533","Bacteria","Proteobacteria","Gammaproteobacteria","Piscirickettsiales","Piscirickettsiaceae","Piscirickettsia","Piscirickettsia salmonis  ",308
"FM203384.1.1465","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Cocleimonas","gamma proteobacterium ectosymbiont of",308
"CP011849.89154.90705","Bacteria","Proteobacteria","Gammaproteobacteria","Piscirickettsiales","Piscirickettsiaceae","Piscirickettsia","Piscirickettsia salmonis LF-89 =",308
"FM205007.1.1361","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Litorimonas","Hyphomonadaceae bacterium GSW-26 ",308
"KX524938.1.1533","Bacteria","Proteobacteria","Gammaproteobacteria","Piscirickettsiales","Piscirickettsiaceae","Piscirickettsia","Piscirickettsia salmonis  ",308
"KT867118.1.1366","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae","Stigonema SAG 48.90","Stigonema hormoides",309
"KT867098.1.1369","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae","Stigonema SAG 48.90","Stigonema panniforme",309
"KT867121.1.1366","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae","Stigonema SAG 48.90","Stigonema hormoides",309
"KR078254.1.1467","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella","Taibaiella soli  ",310
"KC252613.1.1429","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella","Taibaiella koreensis  ",310
"EU219398.1.1272","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisella","Francisella noatunensis subsp. noatunensis",311
"AJ749949.1310909.1312431","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisella","Francisella tularensis subsp. tularensis",311
"CP016635.463957.465480","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisella","Francisella tularensis subsp. novicida",311
"BK006741.124348.125875","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisella","Francisella tularensis subsp. holarctica",311
"JOOT01000021.220276.221787","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisella","Francisella tularensis subsp. novicida",311
"AY968234.1.1450","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisella","Francisella tularensis subsp. mediasiatica",311
"JPSW01000053.344.1882","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisella","Francisella tularensis subsp. tularensis",311
"JXXK01000069.313.1845","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","UBA1819","Ruthenibacterium lactatiformans  ",312
"JN713248.1.1519","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","UBA1819","Clostridiales bacterium canine oral",312
"ASAA01000007.762174.763676","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium","[Clostridium] clariflavum 4-2a ",312
"AJ270469.1.1466","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","Faecalibacterium prausnitzii  ",312
"LF133199.2.1360","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Negativibacillus","Anaerotruncus colihominis  ",312
"CYZT01000235.3805.5316","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flavonifractor","Flavonifractor plautii  ",312
"LF623595.1.1483","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","uncultured","[Clostridium] leptum  ",312
"JF970206.1.1381","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus 1","Ruminococcus flavefaciens ",312
"JX460842.1.1543","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus alcalophilus  ",313
"KF535153.1.1497","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pocheonensis  ",313
"KJ756172.1.1337","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillaceae bacterium P5.hex.3 ",313
"KJ722423.1.1522","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus aquimaris  ",313
"DQ105973.1.1450","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus marisflavi  ",313
"KJ725235.1.1415","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus acidiceler  ",313
"AB362697.1.1421","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Halolactibacillus","Halolactibacillus halophilus  ",313
"KJ956929.1.1306","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Psychrobacillus","Psychrobacillus soli  ",313
"KR607430.1.1426","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Candidatus Hodgkinia","Candidatus Hodgkinia cicadicola",314
"AB730705.1.1207","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Eubacterium] ruminantium group","Lachnospiraceae bacterium",315
"JN392802.1.1368","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria","Micrococcaceae bacterium b5_i13 ",316
"KJ463794.1.1362","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria","Kocuria rosea  ",316
"KF923415.1.1422","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria","Kocuria rosea  ",316
"KC778381.1.1392","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria","Kocuria polaris  ",316
"KU925165.1.1389","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria","Kocuria palustris  ",316
"KJ472188.1.1362","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria","Kocuria sediminis  ",316
"KX373896.1.1291","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus  ",317
"CTYV01000007.3.1524","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus  ",317
"KF803560.1.1424","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus  ",317
"CP015588.4565333.4566866","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces silaceus  ",318
"JNZT01000185.82.1586","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces griseus  ",318
"AB705486.1.1438","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces catbensis  ",318
"KR063215.1.1449","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces cinereus  ",318
"AB184072.1.1452","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces cinereus  ",318
"CP015588.2608932.2610465","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces silaceus  ",318
"FJ007426.1.1441","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces acidiscabies  ",318
"AP012027.78700.80240","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelothrix","Erysipelothrix rhusiopathiae str. Fujisawa",319
"KC660994.1.1344","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelothrix","Erysipelothrix rhusiopathiae  ",319
"KP299152.1.1346","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelothrix","Erysipelothrix rhusiopathiae  ",319
"EF050044.1.1443","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelothrix","Erysipelothrix rhusiopathiae  ",319
"CP001657.4282587.4284116","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pectobacterium","Pectobacterium carotovorum subsp. carotovorum",320
"JQHJ01000001.379673.381225","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pectobacterium","Pectobacterium carotovorum subsp. carotovorum",320
"JQHL01000056.69.1615","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pectobacterium","Pectobacterium betavasculorum  ",320
"KP187523.1.1464","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pectobacterium","Pectobacterium carotovorum subsp. brasiliense",320
"FJ595865.1.1502","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pectobacterium","Pectobacterium carotovorum subsp. carotovorum",320
"KC756814.1.1226","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pectobacterium","Pectobacterium carotovorum subsp. carotovorum",320
"KY021028.1.1530","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pectobacterium","Pectobacterium carotovorum subsp. brasiliense",320
"AJ519987.1.1498","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas","Thermomonas fusca  ",321
"FQUK01000069.313.1739","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas","Thermomonas hydrothermalis  ",321
"AJ519988.1.1497","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas","Thermomonas fusca  ",321
"CP007627.2195915.2197393","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium psychrophilum  ",322
"HAEX01035842.29.1520","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Proasellus grafi  ",322
"JRWD01000024.33302.34793","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium psychrophilum  ",322
"GU564236.1.1475","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium phragmitis  ",322
"JN173005.1.1254","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium psychrophilum  ",322
"LC094480.1.1408","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tabrizicola","Rhodobacteraceae bacterium W09 ",323
"KJ458986.1.1357","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Haematobacter","Haematobacter massiliensis  ",323
"HE662815.1.1361","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Falsirhodobacter","Falsirhodobacter halotolerans  ",323
"CP015210.1.1471","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","Rhodobacter sphaeroides  ",323
"EU878003.1.1368","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sediminimonas","Sediminimonas qiaohouensis  ",323
"KT163920.1.1464","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudorhodobacter","Pseudorhodobacter psychrotolerans  ",323
"KC914540.1.1231","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","Rhodobacter blasticus  ",323
"X78717.1.1384","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Cereibacter","proteobacterium SW2(1994)  ",323
"KF926676.1.1324","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","Rhodobacter johrii  ",323
"GQ342559.1.1408","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Spirosoma","Spirosoma endophyticum  ",324
"AY531232.1.1467","Bacteria","Bacteroidetes","Rhodothermia","Rhodothermales","Rhodothermaceae","Salinibacter","Salinibacter ruber  ",325
"AY531226.1.1468","Bacteria","Bacteroidetes","Rhodothermia","Rhodothermales","Rhodothermaceae","Salinibacter","Salinibacter ruber  ",325
"LG105445.1.1469","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Zymomonas","Zymomonas mobilis subsp. mobilis",326
"KY458558.1.1226","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Zymomonas","Zymomonas mobilis subsp. mobilis",326
"ARTV01000021.4040.5585","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","SCGC AAA164-E04","Verrucomicrobia bacterium SCGC",327
"JN092591.1.1384","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Proteus","Proteus hauseri  ",328
"KC150144.1.1469","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Proteus","Proteus mirabilis  ",328
"JVFU01000024.171.1693","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Proteus","Proteus mirabilis  ",328
"JVUE01000103.171.1693","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Proteus","Proteus mirabilis  ",328
"KP823050.1.1311","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Proteus","Proteus vulgaris  ",328
"JF799896.1.1436","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Proteus","Proteus mirabilis  ",328
"KT807475.1.1406","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Proteus","Proteus mirabilis  ",328
"KF471509.1.1422","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Proteus","Proteus mirabilis  ",328
"JN092596.1.1497","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Proteus","Proteus hauseri  ",328
"JVTJ01000143.296.1818","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Proteus","Proteus mirabilis  ",328
"DQ115536.1.1458","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Arsenophonus","Candidatus Arsenophonus arthropodicus ",328
"KP282744.1.1381","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Proteus","Proteus vulgaris  ",328
"AM999985.1.1409","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus Aquiluna","Candidatus Aquiluna rubra",329
"KC157039.1.1386","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus Aquiluna","Candidatus Aquiluna rubra",329
"JF443740.1.1371","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Blastopirellula","planctomycete DDD338  ",330
"FORP01000057.116.1639","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis","Amycolatopsis sacchari  ",331
"FNTA01000004.2073948.2075467","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis","Amycolatopsis lurida  ",331
"MQUP01000037.3414.4938","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis","Amycolatopsis keratiniphila subsp. nogabecina",331
"CP003410.5615356.5616816","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis","Amycolatopsis orientalis HCCB10007 ",331
"ASXG01000069.1.1434","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis","Amycolatopsis orientalis DSM 43388",331
"FWSB01000073.318.1590","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus pneumoniae  ",332
"KX661167.1.1251","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus pneumoniae  ",332
"CODM02000097.1.1252","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus pneumoniae  ",332
"KX661054.1.1251","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus anginosus subsp. anginosus",332
"KX661207.1.1251","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus pneumoniae  ",332
"CRED01000051.338.1585","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus pneumoniae  ",332
"KX661146.1.1251","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus pneumoniae  ",332
